source: 2012.02846
source: 10.1103/PhysRevLett.126.091301
label: XENON1T $^8$B
year: 2021
color: #3cb44b
label_xpos: 4.0
label_ypos: 2.0e-45
3.021; 2.580e-42
3.242; 1.421e-42
3.418; 7.798e-43
3.595; 4.275e-43
3.771; 2.345e-43
3.958; 1.255e-43
4.190; 7.294e-44
4.455; 4.288e-44
4.720; 2.521e-44
4.985; 1.507e-44
5.250; 1.032e-44
5.515; 7.297e-45
5.780; 5.162e-45
6.045; 3.885e-45
6.309; 3.254e-45
6.574; 2.819e-45
6.839; 2.440e-45
7.104; 2.113e-45
7.369; 1.829e-45
7.634; 1.584e-45
7.899; 1.372e-45
8.164; 1.188e-45
8.429; 1.029e-45
8.694; 8.908e-46
8.959; 7.715e-46
9.224; 6.592e-46
9.489; 5.758e-46
9.754; 5.025e-46
10.02; 4.396e-46
10.28; 4.138e-46
10.55; 3.903e-46
10.81; 3.665e-46
11.08; 3.478e-46
11.34; 3.245e-46
11.61; 3.026e-46
11.87; 2.791e-46
12.03; 2.687e-46
