0.16	3.47986e-32
0.17	7.46105e-35
0.18	1.32265e-35
0.19	4.63224e-36
0.2	2.19972e-36
0.21	1.24449e-36
0.22	7.89655e-37
0.23	5.43527e-37
0.24	3.97582e-37
0.25	3.04884e-37
0.26	2.42764e-37
0.27	1.9931e-37
0.28	1.67827e-37
0.29	1.44342e-37
0.3	1.26388e-37
0.31	1.12373e-37
0.32	1.01234e-37
0.33	9.22427e-38
0.34	8.48869e-38
0.35	7.87978e-38
0.36	7.37049e-38
0.37	6.94064e-38
0.38	6.57493e-38
0.39	6.26159e-38
0.4	5.99144e-38
0.41	5.75725e-38
0.42	5.55326e-38
0.43	5.37483e-38
0.44	5.21818e-38
0.45	5.08022e-38
0.46	4.95841e-38
0.47	4.85061e-38
0.48	4.75506e-38
0.49	4.67024e-38
0.5	4.5949e-38
0.51	4.52793e-38
0.52	4.46842e-38
0.53	4.41556e-38
0.54	4.36866e-38
0.55	4.32711e-38
0.56	4.2904e-38
0.57	4.25805e-38
0.58	4.22967e-38
0.59	4.20489e-38
0.6	4.1834e-38
0.61	4.16492e-38
0.62	4.14799e-38
0.63	4.12632e-38
0.64	4.09304e-38
0.65	4.04201e-38
0.66	3.96818e-38
0.67	3.86791e-38
0.68	3.73961e-38
0.69	3.58407e-38
0.7	3.4042e-38
0.71	3.20487e-38
0.72	2.99217e-38
0.73	2.77261e-38
0.74	2.55245e-38
0.75	2.33708e-38
0.76	2.1308e-38
0.77	1.93661e-38
0.78	1.75638e-38
0.79	1.59099e-38
0.8	1.44056e-38
0.81	1.30465e-38
0.82	1.18148e-38
0.83	1.06455e-38
0.84	9.50868e-39
0.85	8.40606e-39
0.86	7.35557e-39
0.87	6.37884e-39
0.88	5.49308e-39
0.89	4.70756e-39
0.9	4.02352e-39
0.91	3.43609e-39
0.92	2.93659e-39
0.93	2.51459e-39
0.94	2.15937e-39
0.95	1.86076e-39
0.96	1.6097e-39
0.97	1.39827e-39
0.98	1.2198e-39
0.99	1.06869e-39
1	9.40302e-40
1.1	3.2247e-40
1.2	1.47749e-40
1.3	8.19197e-41
1.4	5.17539e-41
1.5	3.58854e-41
1.6	2.66474e-41
1.7	2.08391e-41
1.8	1.69606e-41
1.9	1.42436e-41
2	1.22687e-41
2.1	1.07908e-41
2.2	9.65796e-42
2.3	8.77241e-42
2.4	8.06897e-42
2.5	7.50283e-42
2.6	7.04234e-42
2.7	6.6646e-42
2.8	6.3527e-42
2.9	6.09388e-42
3	5.8784e-42
3.1	5.69869e-42
3.2	5.54879e-42
3.3	5.42394e-42
3.4	5.32033e-42
3.5	5.23485e-42
3.6	5.16497e-42
3.7	5.10857e-42
3.8	5.0639e-42
3.9	5.0295e-42
4	5.00413e-42
4.1	4.98673e-42
4.2	4.97641e-42
4.3	4.97241e-42
4.4	4.97404e-42
4.5	4.98074e-42
4.6	4.99202e-42
4.7	5.00742e-42
4.8	5.02656e-42
4.9	5.04912e-42
5	5.07479e-42
5.1	5.10329e-42
5.2	5.13441e-42
5.3	5.16793e-42
5.4	5.20365e-42
5.5	5.24142e-42
5.6	5.28108e-42
5.7	5.32248e-42
5.8	5.36551e-42
5.9	5.41005e-42
6	5.456e-42
6.1	5.50327e-42
6.2	5.55176e-42
6.3	5.60141e-42
6.4	5.65213e-42
6.5	5.70388e-42
6.6	5.75657e-42
6.7	5.81017e-42
6.8	5.86461e-42
6.9	5.91985e-42
7	5.97584e-42
7.1	6.03255e-42
7.2	6.08994e-42
7.3	6.14797e-42
7.4	6.20661e-42
7.5	6.26583e-42
7.6	6.3256e-42
7.7	6.38589e-42
7.8	6.44669e-42
7.9	6.50795e-42
8	6.56968e-42
8.1	6.63183e-42
8.2	6.6944e-42
8.3	6.75736e-42
8.4	6.82071e-42
8.5	6.88442e-42
8.6	6.94847e-42
8.7	7.01286e-42
8.8	7.07757e-42
8.9	7.14258e-42
9	7.20789e-42
9.1	7.27349e-42
9.2	7.33935e-42
9.3	7.40548e-42
9.4	7.47187e-42
9.5	7.53849e-42
9.6	7.60535e-42
9.7	7.67244e-42
9.8	7.73975e-42
9.9	7.80726e-42
10	7.87498e-42
10.1	7.9429e-42
11.1	8.63156e-42
12.1	9.33416e-42
13.1	1.00472e-41
14.1	1.07683e-41
15.1	1.14958e-41
16.1	1.22283e-41
17.1	1.2965e-41
18.1	1.37052e-41
19.1	1.44482e-41
20.1	1.51936e-41
21.1	1.59412e-41
22.1	1.66905e-41
23.1	1.74414e-41
24.1	1.81936e-41
25.1	1.8947e-41
26.1	1.97015e-41
27.1	2.04569e-41
28.1	2.12132e-41
29.1	2.19701e-41
30.1	2.27278e-41
31.1	2.34861e-41
32.1	2.42449e-41
33.1	2.50042e-41
34.1	2.5764e-41
35.1	2.65242e-41
36.1	2.72848e-41
37.1	2.80457e-41
38.1	2.8807e-41
39.1	2.95685e-41
40.1	3.03304e-41
41.1	3.10924e-41
42.1	3.18548e-41
43.1	3.26173e-41
44.1	3.33801e-41
45.1	3.4143e-41
46.1	3.49061e-41
47.1	3.56694e-41
48.1	3.64329e-41
49.1	3.71965e-41
