source: 1805.12562
label: XENON1T
year: 2018
color: #3cb44b
label_xpos: 4.0
label_ypos: 2.0e-45
5.97481652115,2.52252141795e-44
6.23851140304,1.63937723147e-44
6.39000496331,1.27229305335e-44
6.60829628734,9.87405206405e-45
6.76876955848,7.66308547442e-45
6.96648963945,5.94719154885e-45
7.30894072925,4.11792942385e-45
7.59498281695,2.96182662624e-45
8.08387097988,1.92488004267e-45
8.56303870146,1.28308929241e-45
9.07060886859,9.11240529049e-46
9.47093465696,6.98291406186e-46
9.98429327239,5.35106673165e-46
10.6269810722,4.04892236461e-46
11.0959963982,3.26408506165e-46
11.9241374584,2.40797168688e-46
12.6309352031,1.96597495815e-46
13.6389274235,1.48756881114e-46
14.4473685521,1.21451720016e-46
15.4513124257,1.01704331499e-46
16.4459116143,8.51677608541e-47
17.1717418896,7.69552993891e-47
17.9296062413,6.95347399611e-47
18.9923753766,6.20383945482e-47
20.3121505894,5.53502091223e-47
21.6196413667,5.12969735525e-47
23.1219846081,4.75405520118e-47
24.6103440752,4.51903673352e-47
26.4471179621,4.29563649027e-47
28.4209780392,4.13536417848e-47
30.5421556279,4.13536417848e-47
32.9795250524,4.18811259213e-47
35.4409262515,4.24153383531e-47
37.9037069757,4.3504292487e-47
40.7326206623,4.46212039862e-47
43.7726681215,4.63505664338e-47
47.2658781034,4.87610887953e-47
50.3083771943,5.12969735525e-47
54.0631037937,5.39647403424e-47
57.2676693206,5.60562257149e-47
61.8378269713,5.9723711512e-47
65.8183207205,6.36311430403e-47
69.3859096881,6.60972645127e-47
74.5644730857,7.04216865681e-47
79.364179569,7.40840592911e-47
87.7787646427,8.09574612672e-47
98.9670387567,8.9597022626e-47
108.936010092,9.79096928315e-47
121.647863831,1.08358350504e-46
140.483662313,1.24569822046e-46
155.378438954,1.36127213328e-46
179.437036223,1.54522179695e-46
206.228829275,1.77640212656e-46
240.457760905,2.06821807972e-46
275.037583294,2.34769784784e-46
301.292893216,2.56551354505e-46
342.9715435,2.91219320022e-46
396.076815347,3.34788585305e-46
450.867178626,3.84876239812e-46
530.769712705,4.5381697221e-46
607.098804041,5.15141579807e-46
687.772066178,5.8475302489e-46
782.913412248,6.63771113653e-46
891.21591472,7.63077779625e-46
985.707058888,8.33874930437e-46

